time,-3,-4,-5,-6,-7
-0.499876733,13.84102854,6.683820665,0,0.733059933,0
-0.489861325,6.517270689,1.06336051,0.07386414,0.366002482,0
-0.479845917,1.447760165,0.07386414,0.899849442,3.058476036,0
-0.469830508,0.131924193,0.899849442,4.765905342,10.63366079,0
-0.4598151,0.099208874,4.032845409,10.27990762,17.25396517,0
-0.449799692,1.093596913,6.649038007,10.78064539,19.06559937,0
-0.439784284,4.735001126,4.032845409,6.824121825,19.69628938,0
-0.429768875,9.438269951,0.899849442,8.222334015,15.91028701,0.173682247
-0.419753467,14.49055002,0,16.63417537,9.864471037,1.666693497
-0.409738059,20.22130979,0,22.68164213,6.619028785,7.030889069
-0.39972265,21.7807405,0,20.91689705,12.41753543,14.42208737
-0.389707242,22.18342318,0.472117296,11.2220993,20.65981456,16.08789478
-0.379691834,22.46911628,2.955352074,2.730880817,21.63365404,8.611605218
-0.369676425,14.18792698,7.99604194,0.263848386,16.67321517,2.726506288
-0.359661017,7.80883041,13.39497903,0,7.694467563,4.132054282
-0.349645609,8.357042661,18.74635166,0,3.625465679,6.649038007
-0.3396302,9.008784087,17.95836665,1.025198275,6.259102661,4.032845409
-0.329614792,9.129125443,16.19369008,6.015879032,8.026382041,0.899849442
-0.319599384,11.0157275,19.83536728,14.40617596,8.399624212,0.07386414
-0.309583975,14.82462283,19.87373748,16.75610243,8.655351548,1.491092656
-0.299568567,16.32498637,13.18820355,13.59658683,8.470144513,7.269279658
-0.289553159,20.52891283,9.634867124,11.10332761,7.545290539,13.16641624
-0.27953775,25.33222384,12.85310473,9.610319803,8.442612913,8.861037955
-0.269522342,31.58524273,11.92733188,7.520161419,12.3108884,2.215685414
-0.259506934,30.44725931,10.22068029,5.487815144,13.40636684,0.424062535
-0.249491525,17.33619254,13.19795488,10.12850239,10.82970685,2.450764936
-0.239476117,9.350173159,19.97686144,14.14105857,7.480231824,8.026382041
-0.229460709,5.435365289,21.4170514,12.59919588,7.256313033,11.96189371
-0.2194453,1.567484623,15.09961575,13.93619789,5.204232223,10.04874487
-0.209429892,0.173682247,10.36148478,10.08770642,1.567484623,9.57199294
-0.199414484,0,7.256313033,4.035874404,0.173682247,11.63420624
-0.189399076,0.07386414,2.856143201,4.760345859,0,8.851921352
-0.179383667,1.632909375,1.237042757,7.348935724,0,3.403067619
-0.169368259,7.737579166,4.803918873,7.553877576,0,2.039601919
-0.159352851,14.16476324,12.45467039,9.88080449,0.292138342,5.204232223
-0.149337442,12.50044498,14.81552575,13.0037557,2.450764936,6.604009978
-0.139322034,9.375544294,10.78785496,15.68811562,8.026382041,5.455401459
-0.129306626,7.7629239,5.510912949,19.43192295,11.83471977,11.0250309
-0.119291217,7.515725233,3.949740114,24.54886007,9.119978953,17.93290302
-0.109275809,4.434754165,8.065287569,25.78831697,6.885519101,15.70514098
-0.099260401,1.093596913,15.57060298,24.57967387,6.908014133,15.53016797
-0.089244992,0.832268807,26.28600292,17.45722692,3.857252438,20.17945839
-0.079229584,3.630869617,22.86862965,8.887806723,2.581740511,13.34372015
-0.069214176,6.615875791,12.08898201,2.768348881,6.025860677,4.766108206
-0.059198767,4.566678358,12.30995399,1.466839084,8.993978873,7.753122944
-0.049183359,2.409432885,11.54337561,4.582482445,8.851921352,16.24193585
-0.039167951,4.92740142,7.740147659,8.415574675,5.577474394,15.75445586
-0.029152542,6.890620405,8.849179084,11.69656043,1.567484623,7.369390751
-0.019137134,5.905574257,11.32362143,14.03113595,0.173682247,2.861818706
-0.009121726,10.34617979,15.92299595,8.357829159,0,8.059430715
0.000893683,32.70534767,30.19357442,4.423536834,0,20.83800837
0.010909091,103.169986,63.55713114,12.34796262,1.170273719,30.6300146
0.020924499,214.5824824,123.8737807,38.6859283,9.649840403,31.56273566
0.030939908,301.40316,198.3022624,87.80524007,35.9478638,30.08041022
0.040955316,337.3478646,257.2045947,143.2449892,75.19426545,38.84873731
0.050970724,342.3665336,292.2048411,182.6922661,105.2192704,56.65601121
0.060986133,337.5379288,306.4767507,199.2995218,116.4528546,71.53898113
0.071001541,330.3890041,301.5731652,199.9787137,119.8674752,75.45646974
0.081016949,317.7884654,287.1925313,190.3940815,119.5439556,72.38857261
0.091032357,302.5478104,272.3928291,174.1128964,105.5720785,63.88099653
0.101047766,293.7827953,262.8225196,166.4538557,88.63417272,57.31661756
0.111063174,288.4025649,256.0546257,170.0106576,85.34209267,57.84785197
0.121078582,278.5062054,250.7112331,167.4103908,88.32579235,59.81886016
0.131093991,268.1865091,245.1869596,158.8541968,87.43661615,63.05471941
0.141109399,259.7222644,239.1989668,149.1689559,81.91936458,65.54718851
0.151124807,256.4126799,235.685378,138.7983632,74.81082573,59.42071487
0.161140216,257.7719232,228.5179637,127.9270236,69.9801668,49.16340868
0.171155624,254.8312831,220.3713034,123.5872169,63.35653128,37.00013624
0.181171032,246.0892346,216.8208666,118.142768,51.3105857,28.95269961
0.191186441,236.5686854,210.1067217,106.2993734,47.59281806,35.28785145
0.201201849,230.3766735,200.7070063,97.23370567,49.00590734,37.15154371
0.211217257,228.582343,192.409214,88.52141045,50.73094362,36.43336936
0.221232666,229.6680932,184.5736074,79.24834493,54.65252992,35.04100268
0.231248074,228.3881552,177.5478201,77.54393099,60.1281204,31.39553053
0.241263482,222.1789733,169.6404833,75.90385355,55.6956509,30.2333546
0.251278891,219.1367395,164.3031611,68.34689048,42.07831265,29.97573534
0.261294299,217.6934424,162.3336196,62.29489833,40.68116063,27.56879242
0.271309707,215.1276308,158.8266116,65.19616343,46.72594507,26.53713992
0.281325116,214.7145976,153.4021232,68.99793006,44.30229503,28.36283817
0.291340524,214.321433,148.6155577,70.75314921,39.06243958,25.9882252
0.301355932,212.3378356,149.0793545,72.99512262,37.17761172,25.32751777
0.311371341,208.2911952,148.4418642,72.30897883,40.54425401,36.9573432
0.321386749,205.3113273,146.3223959,73.59446065,43.31147895,44.25164987
0.331402157,205.7886329,144.351984,71.38540784,38.43126644,38.07086301
0.341417565,210.6552882,141.389821,67.13076723,30.81239008,33.08790326
0.351432974,209.8407995,137.4839973,70.71280065,34.54683713,31.57976709
0.361448382,203.5592624,134.4677836,77.52022355,43.5034071,27.19576322
0.37146379,199.1387514,131.8327629,59.13751966,46.16977882,12.96061167
0.381479199,199.3732763,127.1432366,63.75807223,46.93322457,19.83947721
0.391494607,200.1686326,124.341713,69.13069839,45.64069299,22.60634589
0.401510015,199.0221175,126.1535073,69.61290523,36.87515896,17.50243045
0.411525424,201.9018977,128.4498873,66.97045164,31.40939222,14.31192013
0.421540832,204.7031952,130.5829472,54.71077625,34.17197399,22.56843457
0.43155624,199.9969793,126.6602445,47.60585592,40.17658784,27.9504461
